term,source,es,nes,nom_p_value,fdr_q_value,tag_pct,gene_pct,lead_genes
positive regulation of protein phosphorylation (GO:0001934),GO_Biological_Process_2021,-0.2402179646508347,-0.7422616398337378,0.9047619047619048,1.0,7/62,13.21%,Hsp90aa1;Gas6;Cspg4;Lrp8;Cab39;Iqgap1;Eif4g1
positive regulation of inflammatory response (GO:0050729),GO_Biological_Process_2021,-0.2700430658523154,-0.6581470833726036,0.9048951048951049,1.0,7/16,43.96%,Ifi35;Rps19;Agt;Cx3cl1;Cd81;Lpl;Serpine1
positive regulation of NF-kappaB transcription factor activity (GO:0051092),GO_Biological_Process_2021,-0.25553655663485375,-0.6736974076459658,0.9055330634278003,1.0,9/21,41.23%,Lgals9;Ube2v1;Ube2n;Agt;Npm1;Clu;Rps3;Cx3cl1;Eda2r
regulation of establishment of planar polarity (GO:0090175),GO_Biological_Process_2021,-0.2327447940794355,-0.7032515384215141,0.9059929494712103,1.0,12/50,29.31%,Ap2m1;Psmc2;Psmd9;Psmd12;Psmc3;Psmc5;Psmd14;Psmd7;Psma4;Psmc4;Psmc1;Psmf1
"Wnt signaling pathway, planar cell polarity pathway (GO:0060071)",GO_Biological_Process_2021,-0.2327447940794355,-0.7032515384215141,0.9059929494712103,1.0,12/50,29.31%,Ap2m1;Psmc2;Psmd9;Psmd12;Psmc3;Psmc5;Psmd14;Psmd7;Psma4;Psmc4;Psmc1;Psmf1
protein catabolic process (GO:0030163),GO_Biological_Process_2021,-0.2712241325947806,-0.6566760226117393,0.9065155807365439,1.0,3/16,17.96%,Hsp90aa1;Lamp2;Ube2g1
regulation of autophagy (GO:0010506),GO_Biological_Process_2021,-0.24921444421721795,-0.7152989857868364,0.9065300896286812,1.0,11/38,28.74%,Atp6v1c1;Hmgb1;Casp3;Prkaca;Vps26b;Eif4g1;Eif4e;Vps26a;Snx5;Atp6v1g1;Vps35
mTOR signaling pathway,KEGG_2019_Mouse,-0.26350789116580453,-0.6782183736519637,0.9071618037135278,1.0,10/22,35.04%,Atp6v1c1;Eif4b;Cab39;Eif4e;Clip1;Atp6v1g1;Grb2;Mapk1;Sec13;Rragc
Antigen processing and presentation,KEGG_2019_Mouse,-0.27261352862095267,-0.6791126714087526,0.907258064516129,1.0,1/19,2.22%,Hsp90aa1
regulation of canonical Wnt signaling pathway (GO:0060828),GO_Biological_Process_2021,-0.22974914451344505,-0.7240297954030213,0.9079545454545455,1.0,13/67,22.81%,Frzb;Ppm1b;Psmc2;Psmd9;Psmd12;Usp47;Psmc3;Pfdn5;Psmc5;Sema5a;Psmd14;Psmd7;Psma4
regulation of cellular response to stress (GO:0080135),GO_Biological_Process_2021,-0.26052684108449053,-0.6738104388844588,0.9080157687253614,1.0,12/24,33.44%,Hsp90aa1;Ptges3;Eif4g1;Tpr;Chordc1;Fkbp4;Rpa3;Nup37;Npm1;Chchd2;Mapk1;Sec13
Regulation of actin cytoskeleton,KEGG_2019_Mouse,-0.23800032541898924,-0.7201781847533409,0.9128919860627178,1.0,15/52,30.70%,Ppp1cb;Cyfip1;Ppp1r12b;Myl12b;Iqgap1;Arpc5;Mylk;Arpc2;Enah;Arpc1a;Rdx;Myh9;Gsn;Kng1;Pdgfra
negative regulation of inflammatory response (GO:0050728),GO_Biological_Process_2021,-0.2612137653041924,-0.6452370530627676,0.9133333333333333,1.0,11/18,40.51%,Gnb1;Prkaca;Metrnl;Rps19;Mapk14;Vps35;Myh9;Apoe;Tnfrsf1b;Igf1;Pomc
cellular response to starvation (GO:0009267),GO_Biological_Process_2021,-0.24437286084577708,-0.6724476372936694,0.9197930142302717,1.0,12/30,35.04%,Atp6v1c1;Gabarapl1;Impact;Lamp2;Eif2s1;Map1lc3b;Hspa5;Atp6v1g1;Mapk1;Sec13;Dap;Rragc
skin development (GO:0043588),GO_Biological_Process_2021,-0.2569981216861917,-0.6399008419919131,0.9238227146814404,1.0,10/19,41.69%,Casp3;Dsp;Col5a1;Jag1;Sprr1a;Asah1;Col1a2;Clic4;Sfn;Cldn4
organonitrogen compound catabolic process (GO:1901565),GO_Biological_Process_2021,-0.24160455449720028,-0.6408172505334194,0.9239842726081258,1.0,2/23,5.99%,Pla2g15;Npl
receptor-mediated endocytosis (GO:0006898),GO_Biological_Process_2021,-0.23853630101712786,-0.6830233494857807,0.9240348692403487,1.0,14/36,37.05%,Hsp90aa1;Ap2m1;Cttn;Lrp1;Lrp2;Hyou1;Cd9;Grb2;Sparc;Ap1g1;Apoe;Ldlr;Pdlim7;Ppt1
regulation of mitotic cell cycle (GO:0007346),GO_Biological_Process_2021,-0.2212797660491007,-0.6881782249671293,0.9241540256709452,1.0,18/62,29.31%,Psmc2;Psmd9;Psmd12;Psmc3;Iqgap1;Psmc5;Ube2e1;Eif4e;Psmd14;Hnrnpu;Asah2;Psmd7;Psma4;Dusp3;Psmc4;Cul1;Psmc1;Psmf1
protein transport (GO:0015031),GO_Biological_Process_2021,-0.22482390290601748,-0.7171858633439202,0.9252548131370328,1.0,24/74,29.05%,Rab18;Atp6v1c1;Napa;Chmp2a;Arhgap1;Pdia4;Cttn;Sptbn1;Sec31a;Vps26b;Arf4;Lrp1;Lamp2;Vps26a;Mia3;Lrp2;Rab1b;Copz2;Uso1;Atp6v1g1;Nsf;Vps35;Npm1;Myh9
cellular response to interferon-gamma (GO:0071346),GO_Biological_Process_2021,-0.2470206164561387,-0.6000388078302138,0.9262187088274044,1.0,3/16,15.17%,Syncrip;Irf3;Lgals9
positive regulation of MAPK cascade (GO:0043410),GO_Biological_Process_2021,-0.23662011499523986,-0.6781237097110873,0.9301470588235294,1.0,5/40,15.17%,Npnt;Gas6;Hmgb1;Iqgap1;Lgals9
Fc receptor signaling pathway (GO:0038093),GO_Biological_Process_2021,-0.23254745244689012,-0.6958028608174074,0.9333333333333333,1.0,16/48,34.83%,Psmc2;Psmd9;Psmd12;Psmc3;Psmc5;Psmd14;Psmd7;Psma4;Psmc4;Cul1;Psmc1;Psmf1;Grb2;Mapk1;Psmd2;Psmb6
Fc-epsilon receptor signaling pathway (GO:0038095),GO_Biological_Process_2021,-0.23254745244689012,-0.6958028608174074,0.9333333333333333,1.0,16/48,34.83%,Psmc2;Psmd9;Psmd12;Psmc3;Psmc5;Psmd14;Psmd7;Psma4;Psmc4;Cul1;Psmc1;Psmf1;Grb2;Mapk1;Psmd2;Psmb6
regulation of transcription from RNA polymerase II promoter in response to hypoxia (GO:0061418),GO_Biological_Process_2021,-0.22655052502914538,-0.6730521419755551,0.934052757793765,1.0,11/45,29.31%,Psmc2;Psmd9;Psmd12;Psmc3;Psmc5;Psmd14;Psmd7;Psma4;Psmc4;Psmc1;Psmf1
cytosolic transport (GO:0016482),GO_Biological_Process_2021,-0.2502156156812844,-0.5958954236811252,0.9366197183098591,1.0,7/17,32.51%,Sort1;Vps26b;Lamp1;Vps26a;Snx5;Vps35;Ap1g1
"retrograde transport, endosome to Golgi (GO:0042147)",GO_Biological_Process_2021,-0.25196933660000365,-0.5975208950807951,0.9386920980926431,1.0,1/15,0.93%,Snx12
positive regulation of gene expression (GO:0010628),GO_Biological_Process_2021,-0.22187745057508274,-0.6980750751367167,0.9397727272727273,1.0,22/70,34.42%,Rbm3;Gas6;Hmgn5;Polr2e;Lgals9;Eif3e;Mif;Cirbp;Rpl5;Eif4a3;Agt;Mapk14;Rdx;Vps35;Npm1;Gsn;Polr2h;Pkp1;Mapk1;Clu;Rps3;Fgf21
regulation of endothelial cell proliferation (GO:0001936),GO_Biological_Process_2021,-0.2526845467630579,-0.6058158685129724,0.9401360544217687,1.0,6/16,32.97%,Hmgb2;Xdh;Sema5a;Pdcd6;Sparc;Apoe
Amino sugar and nucleotide sugar metabolism,KEGG_2019_Mouse,-0.23291296707801273,-0.5902818130193855,0.9501347708894878,1.0,11/21,41.38%,Galk1;Npl;Uap1;Nagk;Nanp;Hexa;Ugp2;Amdhd2;Tsta3;Hexb;Mpi
ribosome assembly (GO:0042255),GO_Biological_Process_2021,-0.23332107651416256,-0.5609274272527633,0.9505494505494505,1.0,6/16,28.90%,Rplp0;Rps14;Rpl5;Rps19;Rpsa;Npm1
pre-replicative complex assembly (GO:0036388),GO_Biological_Process_2021,-0.21505984240124207,-0.6385442904595297,0.9507803121248499,1.0,11/45,29.31%,Psmc2;Psmd9;Psmd12;Psmc3;Psmc5;Psmd14;Psmd7;Psma4;Psmc4;Psmc1;Psmf1
regulation of cellular response to heat (GO:1900034),GO_Biological_Process_2021,-0.24791546684463422,-0.6136969172844976,0.9507978723404256,1.0,7/19,25.80%,Hsp90aa1;Ptges3;Tpr;Chordc1;Fkbp4;Rpa3;Nup37
Pathways in cancer,KEGG_2019_Mouse,-0.2100136390506409,-0.6675335332083405,0.9531963470319634,1.0,9/78,15.94%,Gsta3;Hsp90aa1;Txnrd2;Gnb1;Casp3;Prkaca;Col4a1;Ifnar2;Tpr
positive regulation of cell cycle (GO:0045787),GO_Biological_Process_2021,-0.24375914489578632,-0.5855485209356449,0.9543568464730291,1.0,4/15,25.70%,Rad23a;Eif4e;Nudt16;Dusp3
cellular response to interleukin-1 (GO:0071347),GO_Biological_Process_2021,-0.21190873784172967,-0.6519742512103169,0.9547038327526133,1.0,15/56,29.31%,Psmc2;Psmd9;Psmd12;Psmc3;Psmc5;Ube2v1;Psmd14;Psmd7;Ube2n;Psma4;Gbp2;Psmc4;Cul1;Psmc1;Psmf1
regulation of phosphatidylinositol 3-kinase signaling (GO:0014066),GO_Biological_Process_2021,-0.2460260822607565,-0.589892106735933,0.9572649572649573,1.0,5/15,37.82%,Entpd5;Agt;Pdgfra;Mapk1;Igf1
negative regulation of mitotic cell cycle phase transition (GO:1901991),GO_Biological_Process_2021,-0.20946734395355074,-0.6360379785140846,0.960233918128655,1.0,13/49,29.31%,Psmc2;Psmd9;Psmd12;Usp47;Psmc3;Psmc5;Psmd14;Psmd7;Psma4;Psmc4;Cul1;Psmc1;Psmf1
positive regulation of canonical Wnt signaling pathway (GO:0090263),GO_Biological_Process_2021,-0.2082168934133719,-0.638560659801332,0.9605110336817654,1.0,17/55,31.99%,Ppm1b;Psmc2;Psmd9;Psmd12;Usp47;Psmc3;Psmc5;Sema5a;Psmd14;Psmd7;Psma4;Psmc4;Ppm1n;Psmc1;Psmf1;Vcp;Jup
cellular response to tumor necrosis factor (GO:0071356),GO_Biological_Process_2021,-0.21741987575799315,-0.6781063026311775,0.9620689655172414,1.0,5/66,7.38%,Ybx3;Npnt;Psmc2;Psmd9;Psmd12
Bacterial invasion of epithelial cells,KEGG_2019_Mouse,-0.23080796579061783,-0.6118134074305612,0.962532299741602,1.0,4/24,22.29%,Cttn;Arpc5;Arpc2;Arpc1a
regulation of macroautophagy (GO:0016241),GO_Biological_Process_2021,-0.22033965247545634,-0.5980058159878866,0.9629629629629629,1.0,4/28,12.95%,Atp6v1c1;Casp3;Prkaca;Vps26b
regulation of mRNA catabolic process (GO:0061013),GO_Biological_Process_2021,-0.21589288135102158,-0.6714302847909771,0.9631760644418872,1.0,20/66,31.58%,Psmc2;Anp32a;Psmd9;Psmd12;Carhsp1;Psmc3;Eif4g1;Psmc5;Set;Psmd14;Serbp1;Psmd7;Psma4;Exosc2;Psmc4;Psmc1;Psmf1;Ywhaz;Apex1;Pkp1
regulation of cell cycle phase transition (GO:1901987),GO_Biological_Process_2021,-0.20777019792869744,-0.6282217086696831,0.9635294117647059,1.0,13/49,29.31%,Psmc2;Psmd9;Psmd12;Psmc3;Psmc5;Ube2e1;Psmd14;Psmd7;Psma4;Psmc4;Cul1;Psmc1;Psmf1
import into nucleus (GO:0051170),GO_Biological_Process_2021,-0.22856871037348936,-0.5815426374773228,0.9651474530831099,1.0,10/20,38.85%,Snrpb;Tpr;Snrpd3;Snrpd2;Ipo4;Ipo5;Ipo7;Sec13;Snrpd1;Ipo9
"antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent (GO:0002479)",GO_Biological_Process_2021,-0.20828934420683676,-0.621071921844122,0.9655172413793104,1.0,11/46,29.31%,Psmc2;Psmd9;Psmd12;Psmc3;Psmc5;Psmd14;Psmd7;Psma4;Psmc4;Psmc1;Psmf1
regulation of MAPK cascade (GO:0043408),GO_Biological_Process_2021,-0.2205029831498702,-0.5723754779766861,0.9673629242819843,1.0,8/23,37.82%,Hmgb1;Iqgap1;Dusp3;Ywhaz;Mapk1;Apip;Cx3cl1;Igf1
positive regulation of vasculature development (GO:1904018),GO_Biological_Process_2021,-0.23187128056447237,-0.5659078324357302,0.9685362517099864,1.0,12/17,57.89%,Sema5a;Pdcd6;Jup;Chi3l1;Serpine1;Hspb1;Itgb1;Mydgf;Ago2;Cd34;Vegfa;Smoc2
Proteasome,KEGG_2019_Mouse,-0.21670144066529395,-0.6264378083883498,0.9695493300852619,1.0,10/40,29.31%,Psmc2;Psmd12;Psmc3;Psmc5;Psmd14;Psmd7;Psma4;Psmc4;Psmc1;Psmf1
positive regulation of proteasomal ubiquitin-dependent protein catabolic process (GO:0032436),GO_Biological_Process_2021,-0.25187553160869697,-0.5978113462158832,0.9714673913043478,1.0,5/15,33.59%,Rad23a;Sumo2;Vcp;Fbxo22;Clu
positive regulation of macromolecule metabolic process (GO:0010604),GO_Biological_Process_2021,-0.20656605425550936,-0.6125464957739756,0.972568578553616,1.0,17/47,38.29%,Gas6;Hmgn5;Lgals9;Rpl5;Mapk14;Rdx;Nsf;Vps35;Gsn;Pkp1;Mapk1;Clu;Rps3;Fgf21;Ezr;Igf1;Inhba
protein localization to organelle (GO:0033365),GO_Biological_Process_2021,-0.2058406140791764,-0.5591490922860313,0.97265625,1.0,7/27,28.74%,Ybx1;Dnaja1;Lamp1;Lamp2;Cyb5a;Gbp2;Vps35
cellular response to hypoxia (GO:0071456),GO_Biological_Process_2021,-0.20669635190963595,-0.6275071011115586,0.9763313609467456,1.0,13/53,29.31%,Psmc2;Psmd9;Psmd12;Psmc3;Psmc5;Psmd14;Pgk1;Psmd7;Psma4;Psmc4;Psmc1;Hyou1;Psmf1
antigen processing and presentation of exogenous peptide antigen via MHC class I (GO:0042590),GO_Biological_Process_2021,-0.1975060817775213,-0.5929834133068826,0.9764150943396226,1.0,14/48,34.83%,Psmc2;Psmd9;Psmd12;Psmc3;Psmc5;Psmd14;Psmd7;Psma4;Psmc4;Psmc1;Psmf1;Psmd2;Lnpep;Psmb6
negative regulation of macromolecule metabolic process (GO:0010605),GO_Biological_Process_2021,-0.2028067993291181,-0.565188728121957,0.9783989834815756,1.0,12/33,39.11%,Snx12;Lgals9;Xdh;Mif;Adam10;Apoe;Ldlr;Stc2;Sdcbp;Crkl;Igf1;Cilp
positive regulation of angiogenesis (GO:0045766),GO_Biological_Process_2021,-0.2204550326002446,-0.5472977069275927,0.981029810298103,1.0,12/18,57.89%,Sema5a;Pdcd6;Jup;Chi3l1;Serpine1;Hspb1;Itgb1;Mydgf;Ago2;Cd34;Vegfa;Smoc2
regulation of actin cytoskeleton organization (GO:0032956),GO_Biological_Process_2021,-0.2156462059666996,-0.5128980583069248,0.9811320754716981,1.0,3/15,16.15%,Iqgap1;Lrp1;Twf2
positive regulation of supramolecular fiber organization (GO:1902905),GO_Biological_Process_2021,-0.19842404284967247,-0.5077222927139248,0.988173455978975,1.0,9/21,37.56%,Cttn;Vasp;Sema5a;Clip1;Apoe;Pdxp;Clu;Rps3;Cx3cl1
Small cell lung cancer,KEGG_2019_Mouse,-0.19747552215703335,-0.5006921312951572,0.9904632152588556,1.0,2/20,12.33%,Casp3;Col4a1
platelet degranulation (GO:0002576),GO_Biological_Process_2021,-0.1907974891114878,-0.5644675168521002,0.9916067146282974,1.0,15/48,34.78%,Gas6;Anxa5;Tln1;Ola1;A2m;Lamp2;Timp1;Lgals3bp;Serping1;Cd9;Kng1;Aldoa;Sparc;Clu;Pros1
regulated exocytosis (GO:0045055),GO_Biological_Process_2021,-0.18808589021623623,-0.5612405902677462,0.9939831528279182,1.0,16/52,34.78%,Gas6;Anxa5;Tln1;Ola1;A2m;Lamp2;Timp1;Lgals3bp;Serping1;Myh9;Cd9;Kng1;Aldoa;Sparc;Clu;Pros1
regulation of cell population proliferation (GO:0042127),GO_Biological_Process_2021,-0.18123017309527287,-0.5908575012738143,0.9955801104972376,1.0,5/92,4.39%,Frzb;Lifr;Ciao1;Hmgb2;Hmgn5
