n_fc,fc_pearson_r,fc_sign_agree_n,fc_sign_agree_pct,control_raw_r,control_raw_n,treated_raw_r,treated_raw_n,fc_r_min,verdict
1578,0.2703,889,56.3,0.8407,1656,0.8624,1723,0.5,WARN
