ID	Vehicle	Testosterone
FRZB	0	0.0
CRISP1/CRISP3	0	0.0
GAS6	0	0.0
CCL7	0	0.0
C4A/C4B	0	0.0
CCL2	0	0.0
CST12	0	0.0
SLIT3	0	0.0
VCAN	0	0.0
LUM	0	0.0
SERPINE2	0	0.0
GLB1L	0	0.0
TGFB3	0	0.0
BGN	0	0.0
GDF15	0	0.0
IFT22	0	0.0
LGALS3	0	0.0
TGFB1	0	0.0
BMP1	0	0.0
ANG	0	0.0
CST3	0	0.0
RBP4	0	0.0
LOXL3	0	0.0
PLXDC2	0	0.0
TGFBI	0	0.0
CBLN4	0	0.0
SERPINF1	0	0.0
NENF	0	0.0
PRSS35	0	0.0
CXCL5	0	0.0
PTX3	0	0.0
AMH	0	0.0
AGT	0	0.0
